coach_qid,entity_qid,startDate,endDate
Q43926,Q1422,2020-08-01T00:00:00Z,2021-05-01T00:00:00Z
Q43926,Q1398111,2022-06-12T00:00:00Z,2023-05-24T00:00:00Z
Q43926,Q1457,2023-06-28T00:00:00Z,2024-08-29T00:00:00Z
Q342484,Q16320,,
Q296350,Q1543,,
Q318041,Q1543,,
Q314078,Q1422,,
Q218380,Q1886,,
Q332742,Q297680,,
Q192640,Q173009,2019-12-21T00:00:00Z,2022-08-26T00:00:00Z
Q192640,Q1457,2022-10-06T00:00:00Z,
Q191885,Q2074,2019-10-22T00:00:00Z,2019-12-28T00:00:00Z
Q191885,Q8615,2021-07-08T00:00:00Z,2022-06-28T00:00:00Z
Q191885,Q1893,2022-09-12T00:00:00Z,2024-05-24T00:00:00Z
Q191885,Q1422,2024-07-01T00:00:00Z,2025-03-23T00:00:00Z
Q203781,Q584858,1976-01-01T00:00:00Z,1980-09-30T00:00:00Z
Q203781,Q19456,1982-01-03T00:00:00Z,1982-04-30T00:00:00Z
Q203781,Q260559,1983-01-01T00:00:00Z,1984-06-30T00:00:00Z
Q203781,Q204881,1985-04-14T00:00:00Z,1989-11-15T00:00:00Z
Q203781,Q335195,1990-07-01T00:00:00Z,1991-12-31T00:00:00Z
Q203781,Q165141,1992-01-26T00:00:00Z,1995-11-15T00:00:00Z
Q203781,Q631,1995-10-16T00:00:00Z,1997-05-19T00:00:00Z
Q203781,Q19446,1997-06-01T00:00:00Z,1998-11-21T00:00:00Z
Q203781,Q631,1999-04-27T00:00:00Z,1999-06-30T00:00:00Z
Q203781,Q201360,1999-08-02T00:00:00Z,2000-06-30T00:00:00Z
Q203781,Q188430,2000-07-01T00:00:00Z,2001-06-30T00:00:00Z
Q203781,Q2798,2001-07-01T00:00:00Z,2001-12-10T00:00:00Z
Q203781,Q235910,2002-04-11T00:00:00Z,2004-04-30T00:00:00Z
Q203781,Q211177,2004-07-11T00:00:00Z,2005-12-20T00:00:00Z
Q203781,Q186532,2006-01-01T00:00:00Z,2007-11-29T00:00:00Z
Q203781,Q18708,2007-12-30T00:00:00Z,2010-07-01T00:00:00Z
Q203781,Q1130849,2010-07-01T00:00:00Z,2011-01-08T00:00:00Z
Q203781,Q18744,2011-02-14T00:00:00Z,2012-05-14T00:00:00Z
Q203781,Q47762,2012-05-14T00:00:00Z,2016-06-27T00:00:00Z
Q203781,Q19467,2017-09-12T00:00:00Z,2021-05-23T00:00:00Z
Q203781,Q2714,2022-01-25T00:00:00Z,2022-05-22T00:00:00Z
Q203781,Q19467,2023-03-21T00:00:00Z,2024-02-15T00:00:00Z
Q312999,Q1543,,
Q169092,Q1082282,1983-07-01T00:00:00Z,1986-06-30T00:00:00Z
Q169092,Q139399,1986-07-01T00:00:00Z,1987-04-06T00:00:00Z
Q169092,Q2693,1987-07-01T00:00:00Z,1987-10-26T00:00:00Z
Q169092,Q29390,1988-07-01T00:00:00Z,1989-06-01T00:00:00Z
Q169092,Q139399,1989-07-01T00:00:00Z,1994-06-30T00:00:00Z
Q169092,Q2609,1994-07-01T00:00:00Z,1997-01-27T00:00:00Z
Q169092,Q2739,1997-07-01T00:00:00Z,1999-06-06T00:00:00Z
Q169092,Q6601875,1999-10-12T00:00:00Z,2000-03-01T00:00:00Z
Q169092,Q2641,2000-07-01T00:00:00Z,2000-11-15T00:00:00Z
Q169092,Q847587,2001-07-01T00:00:00Z,2002-12-29T00:00:00Z
Q169092,Q298217,2003-07-01T00:00:00Z,2004-06-30T00:00:00Z
Q169092,Q13391,2004-07-01T00:00:00Z,2005-06-30T00:00:00Z
Q169092,Q6651,2006-03-03T00:00:00Z,2006-06-30T00:00:00Z
Q169092,Q13391,2006-07-01T00:00:00Z,2007-01-04T00:00:00Z
Q169092,Q173009,2008-06-17T00:00:00Z,2008-09-07T00:00:00Z
Q169092,Q139399,2010-07-21T00:00:00Z,2011-06-10T00:00:00Z
Q169092,Q2710,2011-06-22T00:00:00Z,2012-06-04T00:00:00Z
Q169092,Q2739,2012-06-04T00:00:00Z,2013-02-02T00:00:00Z
Q169092,Q1900,2014-07-01T00:00:00Z,2014-12-23T00:00:00Z
Q169092,Q1900,2015-03-09T00:00:00Z,2015-04-21T00:00:00Z
Q169092,Q633521,2015-07-01T00:00:00Z,2016-06-30T00:00:00Z
Q169092,Q2710,2017-02-17T00:00:00Z,2018-03-04T00:00:00Z
Q1335292,Q16344,,
Q31575,Q1128631,,
Q31575,Q134916,2023-01-01T00:00:00Z,
Q310078,Q1474354,1945-07-01T00:00:00Z,1948-06-30T00:00:00Z
Q310078,Q10319,1948-07-01T00:00:00Z,1949-06-30T00:00:00Z
Q310078,Q8701,1949-07-01T00:00:00Z,1953-01-26T00:00:00Z
Q310078,Q124518,1953-02-10T00:00:00Z,1953-05-03T00:00:00Z
Q310078,Q8760,1953-07-01T00:00:00Z,1953-12-31T00:00:00Z
Q310078,Q10329,1954-01-01T00:00:00Z,1957-06-30T00:00:00Z
Q310078,Q216510,1957-07-01T00:00:00Z,1958-06-30T00:00:00Z
Q310078,Q7156,1958-04-25T00:00:00Z,1960-06-30T00:00:00Z
Q310078,Q631,1960-07-01T00:00:00Z,1968-06-30T00:00:00Z
Q310078,Q2739,1968-07-01T00:00:00Z,1971-04-05T00:00:00Z
Q310078,Q2739,1971-07-01T00:00:00Z,1973-04-10T00:00:00Z
Q310078,Q631,1973-07-01T00:00:00Z,1974-02-05T00:00:00Z
Q310078,Q289713,1976-11-08T00:00:00Z,1976-12-20T00:00:00Z
Q310078,Q289713,1979-03-05T00:00:00Z,1979-04-30T00:00:00Z
Q310078,Q7156,1980-03-06T00:00:00Z,1980-06-30T00:00:00Z
Q310078,Q7156,1980-11-06T00:00:00Z,1981-06-30T00:00:00Z
Q1444249,Q19615,,
Q1444249,Q622430,,
Q2298680,Q18732,,
Q369133,Q2798,,
Q1408093,Q289656,,
Q317298,Q621259,2012-01-02T00:00:00Z,2013-01-07T00:00:00Z
Q317298,Q243235,2013-04-01T00:00:00Z,2014-06-30T00:00:00Z
Q317298,Q75684,2014-07-01T00:00:00Z,2015-06-30T00:00:00Z
Q317298,Q223450,2015-09-23T00:00:00Z,2016-06-30T00:00:00Z
Q317298,Q192071,2016-12-08T00:00:00Z,2017-06-30T00:00:00Z
Q317298,Q128446,2017-07-01T00:00:00Z,2024-06-04T00:00:00Z
Q317298,Q1543,2024-12-30T00:00:00Z,
Q316633,Q1543,,
Q310813,Q6703,1994-04-18T00:00:00Z,1994-06-30T00:00:00Z
Q310813,Q6703,1995-07-01T00:00:00Z,1998-06-30T00:00:00Z
Q310813,Q1457,1998-07-01T00:00:00Z,1998-12-14T00:00:00Z
Q310813,Q1457,1999-02-01T00:00:00Z,1999-06-30T00:00:00Z
Q310813,Q501245,1999-07-01T00:00:00Z,1999-11-01T00:00:00Z
Q310813,Q501245,1999-11-29T00:00:00Z,2000-02-07T00:00:00Z
Q310813,Q2798,2001-03-19T00:00:00Z,2001-06-30T00:00:00Z
Q310813,Q20706646,2001-12-28T00:00:00Z,2002-06-30T00:00:00Z
Q310813,Q2798,2002-07-01T00:00:00Z,2005-06-17T00:00:00Z
Q310813,Q2739,2005-06-17T00:00:00Z,2009-08-31T00:00:00Z
Q310813,Q29108,2009-12-11T00:00:00Z,2014-03-10T00:00:00Z
Q310813,Q2739,2016-01-14T00:00:00Z,2017-05-30T00:00:00Z
Q310813,Q631,2017-06-09T00:00:00Z,2019-05-30T00:00:00Z
Q310813,Q2641,2021-06-01T00:00:00Z,2023-08-18T00:00:00Z
Q310813,Q676899,2023-08-18T00:00:00Z,2025-06-08T00:00:00Z
Q505701,Q8476,,
Q294259,Q289713,1982-07-01T00:00:00Z,1983-06-30T00:00:00Z
Q294259,Q289713,1984-07-01T00:00:00Z,1985-06-30T00:00:00Z
Q294259,Q2693,1985-07-01T00:00:00Z,1987-06-30T00:00:00Z
Q294259,Q1543,1987-07-01T00:00:00Z,1991-06-30T00:00:00Z
Q294259,Q676899,1991-10-31T00:00:00Z,1996-10-31T00:00:00Z
Q294259,Q1543,1996-12-01T00:00:00Z,1997-06-01T00:00:00Z
Q294259,Q8701,1998-07-01T00:00:00Z,1999-02-14T00:00:00Z
Q294259,Q2693,2001-01-09T00:00:00Z,2001-02-01T00:00:00Z
Q314670,Q2609,2016-04-03T00:00:00Z,2021-05-27T00:00:00Z
Q314670,Q631,2021-05-28T00:00:00Z,2025-06-03T00:00:00Z
Q314670,Q73965,2025-06-04T00:00:00Z,
Q2537282,Q2074,1975-02-03T00:00:00Z,1978-06-30T00:00:00Z
Q2537282,Q6651,1978-07-01T00:00:00Z,1980-06-30T00:00:00Z
Q2537282,Q2074,1980-07-01T00:00:00Z,1984-06-30T00:00:00Z
Q2537282,Q289613,1984-07-01T00:00:00Z,1985-06-30T00:00:00Z
Q2537282,Q2609,1985-07-01T00:00:00Z,1986-06-30T00:00:00Z
Q2537282,Q289613,1986-07-01T00:00:00Z,1987-06-30T00:00:00Z
Q2537282,Q2074,1987-07-01T00:00:00Z,1988-01-25T00:00:00Z
Q2537282,Q6703,1988-07-01T00:00:00Z,1989-05-15T00:00:00Z
Q2537282,Q1136016,1989-07-01T00:00:00Z,1989-12-04T00:00:00Z
Q2537282,Q650365,1990-07-01T00:00:00Z,1992-06-30T00:00:00Z
Q2537282,Q759482,1992-07-01T00:00:00Z,1996-06-30T00:00:00Z
Q2537282,Q2641,1996-07-01T00:00:00Z,1997-04-30T00:00:00Z
Q2537282,Q631,1997-07-01T00:00:00Z,1998-11-30T00:00:00Z
Q2537282,Q459794,1999-07-01T00:00:00Z,2000-01-10T00:00:00Z
Q2537282,Q2768,2000-07-01T00:00:00Z,2000-10-30T00:00:00Z
Q2537282,Q136433,2001-12-11T00:00:00Z,2002-05-15T00:00:00Z
Q2537282,Q289029,2002-07-04T00:00:00Z,2003-06-22T00:00:00Z
Q2537282,Q2641,2003-11-10T00:00:00Z,2004-06-30T00:00:00Z
Q2537282,Q2756,2004-07-01T00:00:00Z,2004-11-10T00:00:00Z
Q2537282,Q298333,2005-10-11T00:00:00Z,2006-06-30T00:00:00Z
Q2537282,Q298314,2009-02-24T00:00:00Z,2009-06-09T00:00:00Z
Q2537282,Q298314,2011-10-18T00:00:00Z,2012-03-20T00:00:00Z
Q1376936,Q1543,,
Q125438,Q2710,2020-08-29T00:00:00Z,2020-11-29T00:00:00Z
Q230529,Q6641,2017-06-13T00:00:00Z,2018-08-18T00:00:00Z
Q230529,Q8639,2018-06-21T00:00:00Z,2019-05-01T00:00:00Z
Q230529,Q6651,2019-11-05T00:00:00Z,2019-12-02T00:00:00Z
Q230529,Q321061,2020-08-25T00:00:00Z,2021-03-05T00:00:00Z
Q230529,Q845043,2021-03-23T00:00:00Z,2023-06-17T00:00:00Z
Q230529,Q704,2023-09-16T00:00:00Z,2023-11-30T00:00:00Z
Q230529,Q8603,2024-06-03T00:00:00Z,
Q311619,Q1543,,
Q980528,Q3831677,1973-07-01T00:00:00Z,1974-06-30T00:00:00Z
Q980528,Q29390,1974-07-01T00:00:00Z,1974-11-18T00:00:00Z
Q980528,Q29390,1975-01-20T00:00:00Z,1975-06-30T00:00:00Z
Q980528,Q3831677,1975-07-01T00:00:00Z,1976-06-30T00:00:00Z
Q980528,Q1052365,1976-07-01T00:00:00Z,1977-06-30T00:00:00Z
Q980528,Q8615,1977-07-01T00:00:00Z,1978-06-30T00:00:00Z
Q980528,Q8476,1978-07-01T00:00:00Z,1979-06-30T00:00:00Z
Q980528,Q29390,1980-07-01T00:00:00Z,1980-10-06T00:00:00Z
Q980528,Q6690,1981-07-01T00:00:00Z,1981-07-31T00:00:00Z
Q980528,Q3831677,1981-08-01T00:00:00Z,1982-06-30T00:00:00Z
Q980528,Q8476,1982-07-01T00:00:00Z,1983-06-30T00:00:00Z
Q980528,Q3607383,1983-07-01T00:00:00Z,1984-06-30T00:00:00Z
Q980528,Q29390,1984-07-01T00:00:00Z,1988-06-30T00:00:00Z
Q980528,Q2074,1988-07-01T00:00:00Z,1990-06-30T00:00:00Z
Q980528,Q1893,1990-07-01T00:00:00Z,1990-10-22T00:00:00Z
Q980528,Q2798,1991-07-01T00:00:00Z,1992-02-26T00:00:00Z
Q980528,Q298333,1993-01-26T00:00:00Z,1993-06-30T00:00:00Z
Q980528,Q2710,1993-10-05T00:00:00Z,1993-10-29T00:00:00Z
Q980528,Q2074,1993-12-22T00:00:00Z,1994-11-20T00:00:00Z
Q980528,Q2768,1995-12-09T00:00:00Z,1996-03-25T00:00:00Z
Q980528,Q1136016,1996-12-24T00:00:00Z,1997-04-02T00:00:00Z
Q980528,Q20706646,1998-04-01T00:00:00Z,1998-04-29T00:00:00Z
Q980528,Q27971,1998-07-01T00:00:00Z,2001-02-14T00:00:00Z
Q980528,Q2074,2001-02-27T00:00:00Z,2001-12-29T00:00:00Z
Q980528,Q276089,2002-01-13T00:00:00Z,2002-09-19T00:00:00Z
Q980528,Q2641,2002-12-23T00:00:00Z,2003-03-11T00:00:00Z
Q967859,Q8835,1958-01-01T00:00:00Z,1960-01-01T00:00:00Z
Q967859,Q218282,1961-01-01T00:00:00Z,1962-01-01T00:00:00Z
Q967859,Q79800,1962-01-01T00:00:00Z,1962-01-01T00:00:00Z
Q967859,Q2609,1962-01-01T00:00:00Z,1964-01-01T00:00:00Z
Q967859,Q2739,1964-01-01T00:00:00Z,1965-01-01T00:00:00Z
Q967859,Q218282,1965-01-01T00:00:00Z,1965-01-01T00:00:00Z
Q967859,Q79800,1966-01-01T00:00:00Z,1966-01-01T00:00:00Z
Q967859,Q15799,1967-01-01T00:00:00Z,1967-01-01T00:00:00Z
Q967859,Q8835,1968-01-01T00:00:00Z,1968-01-01T00:00:00Z
Q967859,Q2609,1968-01-01T00:00:00Z,1971-01-01T00:00:00Z
Q967859,Q218282,1972-01-01T00:00:00Z,1973-01-01T00:00:00Z
Q967859,Q8701,1973-01-01T00:00:00Z,1974-01-01T00:00:00Z
Q967859,Q80899,1975-01-01T00:00:00Z,1976-01-01T00:00:00Z
Q967859,Q170703,1976-01-01T00:00:00Z,1979-01-01T00:00:00Z
Q967859,Q276533,1980-01-01T00:00:00Z,1980-01-01T00:00:00Z
Q967859,Q220621,1981-01-01T00:00:00Z,1981-01-01T00:00:00Z
Q967859,Q218282,1981-01-01T00:00:00Z,1982-01-01T00:00:00Z
Q967859,Q215163,1982-01-01T00:00:00Z,1982-01-01T00:00:00Z
Q967859,Q1022904,1983-01-01T00:00:00Z,1983-01-01T00:00:00Z
Q967859,Q1424072,1984-01-01T00:00:00Z,1984-01-01T00:00:00Z
Q967859,Q2609,1984-01-01T00:00:00Z,1985-01-01T00:00:00Z
Q967859,Q218282,1985-01-01T00:00:00Z,1985-01-01T00:00:00Z
Q967859,Q170703,1987-01-01T00:00:00Z,1987-01-01T00:00:00Z
Q557760,Q18659,,
Q354475,Q1543,,
Q1080952,Q1380971,1974-07-01T00:00:00Z,1975-06-30T00:00:00Z
Q1080952,Q1886341,1975-07-01T00:00:00Z,1976-06-30T00:00:00Z
Q1080952,Q8615,1976-07-01T00:00:00Z,1979-03-12T00:00:00Z
Q1080952,Q1136016,1979-07-01T00:00:00Z,1980-06-30T00:00:00Z
Q1080952,Q1785447,1980-07-01T00:00:00Z,1983-06-30T00:00:00Z
Q1080952,Q1886,1983-07-01T00:00:00Z,1987-06-30T00:00:00Z
Q1080952,Q2798,1987-12-20T00:00:00Z,1989-06-30T00:00:00Z
Q1080952,Q298217,1989-07-01T00:00:00Z,1990-02-17T00:00:00Z
Q1080952,Q6630,1990-09-01T00:00:00Z,1991-06-30T00:00:00Z
Q1080952,Q1893,1991-11-17T00:00:00Z,1992-06-30T00:00:00Z
Q1080952,Q13391,1993-07-01T00:00:00Z,1993-11-20T00:00:00Z
Q1080952,Q289482,1993-11-22T00:00:00Z,1994-06-30T00:00:00Z
Q1080952,Q2768,1994-10-02T00:00:00Z,1995-12-09T00:00:00Z
Q1080952,Q759482,1996-11-09T00:00:00Z,1997-06-30T00:00:00Z
Q1080952,Q13391,1998-02-20T00:00:00Z,1999-06-30T00:00:00Z
Q1080952,Q6651,1999-08-20T00:00:00Z,2000-06-30T00:00:00Z
Q1080952,Q847587,2000-12-12T00:00:00Z,2001-03-27T00:00:00Z
Q1080952,Q1900,2001-12-20T00:00:00Z,2002-06-30T00:00:00Z
Q1080952,Q2674,2003-02-11T00:00:00Z,2003-06-30T00:00:00Z
Q1080952,Q20706646,2003-09-29T00:00:00Z,2004-01-28T00:00:00Z
Q1080952,Q2018,2004-10-31T00:00:00Z,2005-06-30T00:00:00Z
Q1080952,Q1900,2005-11-11T00:00:00Z,2006-06-13T00:00:00Z
Q1080952,Q6630,2006-11-14T00:00:00Z,2007-06-15T00:00:00Z
Q1080952,Q1900,2007-11-13T00:00:00Z,2007-12-24T00:00:00Z
Q1080952,Q6651,2008-09-25T00:00:00Z,2009-05-20T00:00:00Z
Q1080952,Q8643,2010-03-28T00:00:00Z,2010-04-15T00:00:00Z
Q2066281,Q19568,,
Q314599,Q8723,,
Q314599,Q272097,,
Q381262,Q19595,2014-01-01T00:00:00Z,2015-01-01T00:00:00Z
Q388959,Q13391,,
Q68067,Q6651,,
Q373776,Q190526,,
Q507043,Q8615,,
Q507043,Q6767,,
Q507043,Q430993,,
Q507043,Q16848949,,
Q507043,Q2693,,
Q507043,Q8416,,
Q507043,Q1457,,
Q507043,Q2037,,
Q507043,Q56542463,,
Q26580,Q297430,2006-07-01T00:00:00Z,2006-10-31T00:00:00Z
Q26580,Q297430,2007-03-13T00:00:00Z,2007-06-30T00:00:00Z
Q26580,Q6641,2007-12-28T00:00:00Z,2009-06-23T00:00:00Z
Q26580,Q1886,2009-09-21T00:00:00Z,2010-01-07T00:00:00Z
Q26580,Q2756,2010-05-23T00:00:00Z,2011-05-30T00:00:00Z
Q26580,Q1422,2011-05-31T00:00:00Z,2012-06-30T00:00:00Z
Q26580,Q1422,2012-12-09T00:00:00Z,2014-07-15T00:00:00Z
Q26580,Q676899,2014-08-19T00:00:00Z,2016-06-30T00:00:00Z
Q26580,Q9616,2016-07-01T00:00:00Z,2018-07-13T00:00:00Z
Q26580,Q631,2019-05-31T00:00:00Z,2021-05-26T00:00:00Z
Q26580,Q18741,2021-11-02T00:00:00Z,2023-03-26T00:00:00Z
Q26580,Q2641,2024-06-05T00:00:00Z,
Q1508164,Q622430,,
Q1508164,Q19589,,
Q502942,Q6641,,
Q967005,Q1380971,,
Q282551,Q289482,2022-01-01T00:00:00Z,2024-01-01T00:00:00Z
Q282551,Q2052,2024-06-03T00:00:00Z,
Q282551,Q631,2025-06-06T00:00:00Z,
Q1140277,Q2710,,
Q1087530,Q298314,,
Q556688,Q8639,2019-06-14T00:00:00Z,
Q556688,Q2739,2024-09-18T00:00:00Z,
Q705935,Q631,,
Q535475,Q1120838,,
Q613881,Q847587,1939-01-01T00:00:00Z,1939-01-01T00:00:00Z
Q613881,Q2641,1961-01-01T00:00:00Z,1961-01-01T00:00:00Z
Q460577,Q2641,,
Q2704759,Q6630,2004-07-01T00:00:00Z,2005-06-30T00:00:00Z
Q2704759,Q1900,2006-07-01T00:00:00Z,2006-12-17T00:00:00Z
Q2704759,Q1900,2007-02-26T00:00:00Z,2007-11-13T00:00:00Z
Q2704759,Q2756,2008-07-01T00:00:00Z,2009-10-29T00:00:00Z
Q2704759,Q2018,2010-05-30T00:00:00Z,2011-01-18T00:00:00Z
Q2704759,Q6664,2011-06-04T00:00:00Z,2011-10-30T00:00:00Z
Q2704759,Q6651,2013-07-02T00:00:00Z,2013-09-24T00:00:00Z
Q2704759,Q759482,2014-11-17T00:00:00Z,2015-06-14T00:00:00Z
Q2704759,Q6703,2015-06-15T00:00:00Z,2016-06-30T00:00:00Z
Q2704759,Q1457,2016-07-04T00:00:00Z,2019-06-19T00:00:00Z
Q2704759,Q1543,2019-06-19T00:00:00Z,2019-10-08T00:00:00Z
Q2704759,Q2768,2020-08-07T00:00:00Z,2021-01-18T00:00:00Z
Q2704759,Q1457,2022-01-19T00:00:00Z,2022-10-02T00:00:00Z
Q2704759,Q13391,2024-11-11T00:00:00Z,
Q3052298,Q759482,1982-04-26T00:00:00Z,1986-06-30T00:00:00Z
Q3052298,Q1120838,1986-07-01T00:00:00Z,1987-06-30T00:00:00Z
Q3052298,Q1886,1987-07-01T00:00:00Z,1990-06-30T00:00:00Z
Q3052298,Q2768,1990-07-01T00:00:00Z,1994-06-30T00:00:00Z
Q3052298,Q1886,1994-07-01T00:00:00Z,1998-06-30T00:00:00Z
Q3052298,Q2768,1998-07-01T00:00:00Z,2000-06-30T00:00:00Z
Q3052298,Q2641,2000-11-15T00:00:00Z,2001-05-23T00:00:00Z
Q3052298,Q1136016,2001-10-20T00:00:00Z,2002-05-06T00:00:00Z
Q3052298,Q1136016,2002-11-25T00:00:00Z,2003-02-11T00:00:00Z
Q3052298,Q2052,2004-02-10T00:00:00Z,2004-10-25T00:00:00Z
Q3052298,Q752483,2006-01-30T00:00:00Z,2007-06-19T00:00:00Z
Q3052298,Q759482,2007-07-01T00:00:00Z,2008-06-30T00:00:00Z
Q3052298,Q759482,2008-12-17T00:00:00Z,2009-03-26T00:00:00Z
Q3052298,Q752483,2009-09-28T00:00:00Z,2011-01-29T00:00:00Z
Q3052298,Q752483,2011-02-19T00:00:00Z,2011-06-17T00:00:00Z
Q3052298,Q8416,2012-01-30T00:00:00Z,2012-03-06T00:00:00Z
Q1280931,Q289482,1966-07-01T00:00:00Z,1968-02-18T00:00:00Z
Q1280931,Q611222,1968-07-01T00:00:00Z,1969-06-30T00:00:00Z
Q1280931,Q289482,1969-07-01T00:00:00Z,1971-06-30T00:00:00Z
Q1280931,Q6664,1971-07-01T00:00:00Z,1973-06-30T00:00:00Z
Q1280931,Q2052,1973-07-01T00:00:00Z,1974-06-30T00:00:00Z
Q1280931,Q1900,1974-12-09T00:00:00Z,1975-06-30T00:00:00Z
Q1280931,Q2768,1975-07-01T00:00:00Z,1980-02-04T00:00:00Z
Q1280931,Q1893,1980-07-01T00:00:00Z,1981-06-30T00:00:00Z
Q1280931,Q1543,1981-07-01T00:00:00Z,1982-01-24T00:00:00Z
Q1280931,Q6641,1983-03-14T00:00:00Z,1983-06-30T00:00:00Z
Q1280931,Q631,1983-07-01T00:00:00Z,1984-06-30T00:00:00Z
Q1280931,Q2768,1984-07-01T00:00:00Z,1988-12-12T00:00:00Z
Q1280931,Q2739,1989-07-01T00:00:00Z,1990-06-30T00:00:00Z
