coach_qid,coach_name,team_qid,team_name,played_there
Q1280931,Luigi Radice,Q631,Inter Milan,0
Q1280931,Luigi Radice,Q2768,Torino FC,0
Q1280931,Luigi Radice,Q2739,A.S. Roma,0
Q1280931,Luigi Radice,Q1893,Bologna F.C. 1909,0
Q1280931,Luigi Radice,Q2052,ACF Fiorentina,0
Q1280931,Luigi Radice,Q1900,Cagliari Calcio,0
Q1280931,Luigi Radice,Q2074,Genoa CFC,0
Q1280931,Luigi Radice,Q289482,AC Monza,0
Q645692,Ottavio Bianchi,Q2756,Siena FC,0
Q645692,Ottavio Bianchi,Q430993,Mantova FC,0
Q645692,Ottavio Bianchi,Q13381,U.S. Triestina Calcio 1918,0
Q645692,Ottavio Bianchi,Q1886,Atalanta BC,1
Q645692,Ottavio Bianchi,Q298217,U.S. Avellino 1912,0
Q645692,Ottavio Bianchi,Q1120838,Como 1907,0
Q645692,Ottavio Bianchi,Q2641,SSC Napoli,1
Q645692,Ottavio Bianchi,Q2739,A.S. Roma,0
Q645692,Ottavio Bianchi,Q2641,SSC Napoli,1
Q645692,Ottavio Bianchi,Q631,Inter Milan,0
Q645692,Ottavio Bianchi,Q2052,ACF Fiorentina,0
Q954307,Luis Diego López,Q16320,Club Atlético Peñarol,0
Q954307,Luis Diego López,Q6651,Brescia Calcio,0
Q1353173,Stefano Colantuono,Q1785447,S.S. Sambenedettese Calcio,1
Q923088,Stefano Pioli,Q847587,U.S. Salernitana 1919,0
Q923088,Stefano Pioli,Q8408,Modena F.C.,0
Q923088,Stefano Pioli,Q8408,Modena F.C.,0
Q923088,Stefano Pioli,Q2693,Parma Calcio 1913,1
Q923088,Stefano Pioli,Q6721,U.S. Grosseto 1912,0
Q923088,Stefano Pioli,Q459794,Piacenza Calcio,0
Q923088,Stefano Pioli,Q8603,US Sassuolo Calcio,0
Q923088,Stefano Pioli,Q2037,AC ChievoVerona,0
Q923088,Stefano Pioli,Q2674,Palermo F.C.,0
Q923088,Stefano Pioli,Q1893,Bologna F.C. 1909,0
Q923088,Stefano Pioli,Q2609,SS Lazio,0
Q923088,Stefano Pioli,Q631,Inter Milan,0
Q923088,Stefano Pioli,Q2052,ACF Fiorentina,1
Q923088,Stefano Pioli,Q1543,AC Milan,0
Q923088,Stefano Pioli,Q482764,Al-Nassr,0
Q370838,Walter Mazzarri,Q1052365,Città di Acireale 1946,1
Q370838,Walter Mazzarri,Q1279917,Pistoiese FC,0
Q370838,Walter Mazzarri,Q6767,US Livorno 1915,0
Q370838,Walter Mazzarri,Q8476,AS Reggina 1914,0
Q370838,Walter Mazzarri,Q1457,U.C. Sampdoria,0
Q370838,Walter Mazzarri,Q2641,SSC Napoli,0
Q370838,Walter Mazzarri,Q631,Inter Milan,0
Q370838,Walter Mazzarri,Q2714,Watford F.C.,0
Q370838,Walter Mazzarri,Q2768,Torino FC,0
Q370838,Walter Mazzarri,Q1900,Cagliari Calcio,1
Q370838,Walter Mazzarri,Q2641,SSC Napoli,0
Q3107201,Giovanni Galeone,Q257078,Pordenone FC,0
Q2032119,Roberto De Zerbi,Q4005113,U.S. Darfo Boario S.S.D.,0
Q2032119,Roberto De Zerbi,Q139399,Calcio Foggia 1920,1
Q2032119,Roberto De Zerbi,Q2674,Palermo F.C.,0
Q2032119,Roberto De Zerbi,Q652516,Benevento Calcio,0
Q2032119,Roberto De Zerbi,Q8603,US Sassuolo Calcio,0
Q2032119,Roberto De Zerbi,Q172969,FC Shakhtar Donetsk,0
Q2032119,Roberto De Zerbi,Q19453,Brighton & Hove Albion F.C.,0
Q2032119,Roberto De Zerbi,Q132885,Olympique de Marseille,0
Q516363,Luis Carniglia,Q1543,AC Milan,0
Q3933080,Renzo Ulivieri,Q289656,A.C. Prato,0
Q604969,Giuseppe Iachini,Q2052,ACF Fiorentina,1
Q1091404,Vincenzo Italiano,Q1893,Bologna F.C. 1909,0
Q1615609,Gabriele Cioffi,Q19444,Birmingham City F.C.,0
Q957291,Alberto Malesani,Q4122219,Panathinaikos F.C.,0
Q15149,�scar Tabárez,Q645684,C.A. Bella Vista,1
Q15149,�scar Tabárez,Q2442864,Uruguay national under-20 football team,0
Q15149,�scar Tabárez,Q584316,Danubio F.C.,0
Q15149,�scar Tabárez,Q872702,Montevideo Wanderers Fútbol Club,1
Q15149,�scar Tabárez,Q2442864,Uruguay national under-20 football team,0
Q15149,�scar Tabárez,Q4348411,Penarol Atlético Clube,0
Q15149,�scar Tabárez,Q663400,Deportivo Cali,0
Q15149,�scar Tabárez,Q134916,Uruguay men's national football team,0
Q15149,�scar Tabárez,Q170703,Boca Juniors,0
Q15149,�scar Tabárez,Q1900,Cagliari Calcio,0
Q15149,�scar Tabárez,Q1543,AC Milan,0
Q15149,�scar Tabárez,Q271574,Real Oviedo,0
Q15149,�scar Tabárez,Q1900,Cagliari Calcio,0
Q15149,�scar Tabárez,Q215163,Club Atlético Vélez Sarsfield,0
Q15149,�scar Tabárez,Q170703,Boca Juniors,0
Q15149,�scar Tabárez,Q134916,Uruguay men's national football team,0
Q1062458,Alberto Cavasin,Q19595,Leyton Orient F.C.,0
Q1890969,William Garbutt,Q1543,AC Milan,0
Q562201,Gianni De Biasi,Q56542608,Football Club Bassano 1903,0
Q925027,Ljubiša Broćić,Q7156,FC Barcelona,0
Q396154,Eusebio Di Francesco,Q8648,Lanciano Calcio 1920,0
Q396154,Eusebio Di Francesco,Q2710,Delfino Pescara 1936,0
Q396154,Eusebio Di Francesco,Q13391,US Lecce,0
Q396154,Eusebio Di Francesco,Q8603,US Sassuolo Calcio,0
Q396154,Eusebio Di Francesco,Q8603,US Sassuolo Calcio,0
Q396154,Eusebio Di Francesco,Q2739,A.S. Roma,1
Q396154,Eusebio Di Francesco,Q1900,Cagliari Calcio,0
Q396154,Eusebio Di Francesco,Q1457,U.C. Sampdoria,0
Q396154,Eusebio Di Francesco,Q8639,Hellas Verona FC,0
Q396154,Eusebio Di Francesco,Q845043,Frosinone Calcio,0
Q396154,Eusebio Di Francesco,Q501245,Venezia F.C.,0
Q367846,Gian Piero Gasperini Jotolon,Q2739,A.S. Roma,0
Q2656692,Giovanni Stroppa,Q1543,AC Milan,1
Q2445379,William Chalmers,Q2300305,Aldershot F.C.,1
Q1381448,Federico Munerati,Q297416,A.S.D. Biellese 1902,1
Q919590,József Viola,Q1543,AC Milan,0
Q1042372,Carlo Parola,Q289029,SSC Ancona,0
Q494319,Andrea Mandorlini,Q13381,U.S. Triestina Calcio 1918,0
Q494319,Andrea Mandorlini,Q8615,Spezia Calcio,0
Q494319,Andrea Mandorlini,Q56542463,LR Vicenza,0
Q494319,Andrea Mandorlini,Q1886,Atalanta BC,1
Q494319,Andrea Mandorlini,Q1893,Bologna F.C. 1909,0
Q494319,Andrea Mandorlini,Q8428,Calcio Padova,0
Q494319,Andrea Mandorlini,Q2756,Siena FC,0
Q494319,Andrea Mandorlini,Q8603,US Sassuolo Calcio,0
Q494319,Andrea Mandorlini,Q205998,CFR Cluj,0
Q494319,Andrea Mandorlini,Q8639,Hellas Verona FC,0
Q494319,Andrea Mandorlini,Q2074,Genoa CFC,0
Q494319,Andrea Mandorlini,Q759482,U.S. Cremonese,0
Q494319,Andrea Mandorlini,Q8428,Calcio Padova,0
Q494319,Andrea Mandorlini,Q430993,Mantova FC,0
Q494319,Andrea Mandorlini,Q205998,CFR Cluj,0
Q2846417,Andrea Soncin,Q775805,Italy women's national football team,0
Q2631653,Gian Piero Ventura,Q3626520,Associazione Calcistica Dilettantistica Rapallo Ruentes 1914,0
Q2631653,Gian Piero Ventura,Q2276413,Virtus Entella,0
Q2631653,Gian Piero Ventura,Q2276413,Virtus Entella,0
Q2631653,Gian Piero Ventura,Q8615,Spezia Calcio,0
Q2631653,Gian Piero Ventura,Q1451177,A.S.D. Centese 1913,0
Q2631653,Gian Piero Ventura,Q1279917,Pistoiese FC,0
Q2631653,Gian Piero Ventura,Q3763940,Giarre F.C.,0
Q2631653,Gian Piero Ventura,Q501245,Venezia F.C.,0
Q2631653,Gian Piero Ventura,Q501245,Venezia F.C.,0
Q2631653,Gian Piero Ventura,Q13391,US Lecce,0
Q2631653,Gian Piero Ventura,Q1900,Cagliari Calcio,0
Q2631653,Gian Piero Ventura,Q1457,U.C. Sampdoria,1
Q2631653,Gian Piero Ventura,Q2798,Udinese Calcio,0
Q2631653,Gian Piero Ventura,Q1900,Cagliari Calcio,0
Q2631653,Gian Piero Ventura,Q2641,SSC Napoli,0
Q2631653,Gian Piero Ventura,Q29390,A.C.R. Messina,0
Q2631653,Gian Piero Ventura,Q8639,Hellas Verona FC,0
Q2631653,Gian Piero Ventura,Q289613,Pisa SC,0
Q2631653,Gian Piero Ventura,Q6641,SSC Bari,0
Q2631653,Gian Piero Ventura,Q2768,Torino FC,0
Q2631653,Gian Piero Ventura,Q676899,Italy men's national association football team,0
Q2631653,Gian Piero Ventura,Q2037,AC ChievoVerona,0
Q678243,Armando Castellazzi,Q631,Inter Milan,1
Q983138,Bruno Pesaola,Q2641,SSC Napoli,1
Q2255483,Jarbas Faustinho,Q2641,SSC Napoli,1
Q1370535,Paulo Amaral,Q80958,Botafogo F.R.,1
Q545682,Cristiano Bergodi,Q205998,CFR Cluj,0
Q545682,Cristiano Bergodi,Q18129096,FC Voluntari,0
Q545682,Cristiano Bergodi,Q16838020,CS Universitatea Craiova,0
Q545682,Cristiano Bergodi,Q245162,FC Rapid București,0
Q923131,Rudi Garcia,Q298285,AS Corbeil,0
Q923131,Rudi Garcia,Q19521,AS Saint-Étienne,0
Q923131,Rudi Garcia,Q503317,Dijon FCO,0
Q923131,Rudi Garcia,Q210864,Le Mans F.C.,0
Q923131,Rudi Garcia,Q19516,Lille OSC,1
Q923131,Rudi Garcia,Q2739,A.S. Roma,0
Q923131,Rudi Garcia,Q132885,Olympique de Marseille,0
Q923131,Rudi Garcia,Q704,Olympique Lyonnais,0
Q923131,Rudi Garcia,Q482764,Al-Nassr,0
Q923131,Rudi Garcia,Q2641,SSC Napoli,0
Q923131,Rudi Garcia,Q166776,Belgium men's national football team,0
Q681381,Hermann Felsner,Q1543,AC Milan,0
Q986195,Guido Ara,Q1543,AC Milan,0
Q1279343,Luigi De Canio,Q18723,Queens Park Rangers F.C.,0
Q742534,Angelo Gregucci,Q19595,Leyton Orient F.C.,0
Q1024171,Davide Ballardini,Q2609,SS Lazio,0
Q1024171,Davide Ballardini,Q8603,US Sassuolo Calcio,0
Q354529,Massimiliano Allegri,Q13385,SPAL,0
Q354529,Massimiliano Allegri,Q6721,U.S. Grosseto 1912,0
Q354529,Massimiliano Allegri,Q6721,U.S. Grosseto 1912,0
Q354529,Massimiliano Allegri,Q944876,Calcio Lecco 1912,0
Q354529,Massimiliano Allegri,Q8603,US Sassuolo Calcio,0
Q354529,Massimiliano Allegri,Q1900,Cagliari Calcio,1
Q354529,Massimiliano Allegri,Q1543,AC Milan,0
Q354529,Massimiliano Allegri,Q1422,Juventus FC,0
Q354529,Massimiliano Allegri,Q1422,Juventus FC,0
Q354529,Massimiliano Allegri,Q1543,AC Milan,0
Q2591305,Mario Magnozzi,Q1543,AC Milan,1
Q1637407,Luis Miró,Q7156,FC Barcelona,1
Q1637407,Luis Miró,Q2297920,UE Sants,1
Q1637407,Luis Miró,Q576521,Terrassa FC,0
Q1637407,Luis Miró,Q12260,Centre d'Esports Sabadell Futbol Club,0
Q1637407,Luis Miró,Q10319,Real Valladolid,0
Q1637407,Luis Miró,Q10333,Valencia CF,0
Q1637407,Luis Miró,Q10333,Valencia CF,0
Q1637407,Luis Miró,Q10329,Sevilla FC,0
Q1637407,Luis Miró,Q8749,RC Celta de Vigo,0
Q1637407,Luis Miró,Q7156,FC Barcelona,1
Q1637407,Luis Miró,Q132885,Olympique de Marseille,0
Q1637407,Luis Miró,Q2739,A.S. Roma,0
Q1637407,Luis Miró,Q124518,CD Málaga,0
Q123937,Vladimir Petković,Q289112,AC Bellinzona,1
Q1317738,Marco Baroni,Q845043,Frosinone Calcio,0
Q1317738,Marco Baroni,Q759482,U.S. Cremonese,0
Q1317738,Marco Baroni,Q8476,AS Reggina 1914,0
Q1317738,Marco Baroni,Q13391,US Lecce,1
Q3851429,Massimo Rastelli,Q6748,S.S. Juve Stabia,1
Q3770903,Giuseppe Marchioro,Q1543,AC Milan,1
Q578673,Aldo Agroppi,Q2710,Delfino Pescara 1936,0
Q578673,Aldo Agroppi,Q289613,Pisa SC,0
Q578673,Aldo Agroppi,Q16344,A.C. Perugia Calcio,1
Q578673,Aldo Agroppi,Q8428,Calcio Padova,0
Q578673,Aldo Agroppi,Q16344,A.C. Perugia Calcio,1
Q578673,Aldo Agroppi,Q2052,ACF Fiorentina,0
Q578673,Aldo Agroppi,Q1120838,Como 1907,0
Q578673,Aldo Agroppi,Q6630,Ascoli Calcio 1898 FC,0
Q578673,Aldo Agroppi,Q2052,ACF Fiorentina,0
Q677456,Antonio Busini,Q1543,AC Milan,1
Q1489747,Giancarlo Cadé,Q289707,A.C. Reggiana 1919,0
Q3019103,Davide Nicola,Q289339,A.C. Lumezzane,1
Q3894528,Paolo Todeschini,Q1543,AC Milan,1
Q3852721,Maurizio Sarri,Q2609,SS Lazio,0
Q3852721,Maurizio Sarri,Q2087988,A.C. Sansovino,0
Q3852721,Maurizio Sarri,Q289696,A.S.D. SanGiovanniValdarno,0
Q3852721,Maurizio Sarri,Q2710,Delfino Pescara 1936,0
Q3852721,Maurizio Sarri,Q297430,S.S. Arezzo,0
Q3852721,Maurizio Sarri,Q298217,U.S. Avellino 1912,0
Q3852721,Maurizio Sarri,Q8639,Hellas Verona FC,0
Q3852721,Maurizio Sarri,Q16344,A.C. Perugia Calcio,0
Q3852721,Maurizio Sarri,Q6721,U.S. Grosseto 1912,0
Q3852721,Maurizio Sarri,Q16348,FC Alessandria,0
Q3852721,Maurizio Sarri,Q1508747,Sorrento Calcio 1945,0
Q3852721,Maurizio Sarri,Q6703,Empoli FC,0
Q3852721,Maurizio Sarri,Q2641,SSC Napoli,0
Q3852721,Maurizio Sarri,Q9616,Chelsea F.C.,0
Q3852721,Maurizio Sarri,Q1422,Juventus FC,0
Q3852721,Maurizio Sarri,Q2609,SS Lazio,0
Q361027,Béla Guttmann,Q1543,AC Milan,0
Q519550,Giuseppe Sannino,Q2714,Watford F.C.,0
Q317599,Andrea Stramaccioni,Q193481,AC Sparta Prague,0
Q317599,Andrea Stramaccioni,Q455971,Esteghlal F.C.,0
Q3940276,Rolando Maran,Q6673,Associazione Sportiva Cittadella,0
Q3940276,Rolando Maran,Q6651,Brescia Calcio,0
Q3940276,Rolando Maran,Q6641,SSC Bari,0
Q3940276,Rolando Maran,Q13381,U.S. Triestina Calcio 1918,0
Q3940276,Rolando Maran,Q56542463,LR Vicenza,0
Q3940276,Rolando Maran,Q8633,Varese Calcio,0
Q3940276,Rolando Maran,Q2018,Catania FC,0
Q3940276,Rolando Maran,Q2037,AC ChievoVerona,1
Q3940276,Rolando Maran,Q1900,Cagliari Calcio,0
Q3940276,Rolando Maran,Q289613,Pisa SC,0
Q901237,Julio Velázquez,Q8723,Real Betis Balompié,0
Q1785131,Kosta Runjaić,Q193749,Legia Warsaw,0
Q4734615,Aurelio Andreazzoli,Q2074,Genoa CFC,0
Q10346582,Paulo Fonseca,Q1323096,S.U. 1º de Dezembro,0
Q10346582,Paulo Fonseca,Q3349296,Odivelas F.C.,0
Q10346582,Paulo Fonseca,Q2980334,C.D. Pinhalnovense,0
Q10346582,Paulo Fonseca,Q1023163,Clube Desportivo das Aves,0
Q10346582,Paulo Fonseca,Q371136,F.C. Paços de Ferreira,0
Q10346582,Paulo Fonseca,Q128446,FC Porto,1
Q10346582,Paulo Fonseca,Q371136,F.C. Paços de Ferreira,0
Q10346582,Paulo Fonseca,Q75684,S.C. Braga,0
Q10346582,Paulo Fonseca,Q172969,FC Shakhtar Donetsk,0
Q10346582,Paulo Fonseca,Q2739,A.S. Roma,0
Q10346582,Paulo Fonseca,Q19516,Lille OSC,0
Q10346582,Paulo Fonseca,Q1543,AC Milan,0
Q10346582,Paulo Fonseca,Q704,Olympique Lyonnais,0
Q3851279,Massimo Giacomini,Q1543,AC Milan,1
Q3862936,Moreno Longo,Q845043,Frosinone Calcio,0
Q3862936,Moreno Longo,Q2768,Torino FC,1
Q3767704,Giovanni Martusciello,Q6703,Empoli FC,1
Q26696437,Leonardo Semplici,Q289613,Pisa SC,0
Q26696437,Leonardo Semplici,Q13385,SPAL,0
Q1464710,Diego Bortoluzzi,Q611222,Treviso F.B.C. 1993,1
Q1407829,Eugenio Bersellini,Q13391,US Lecce,1
Q1407829,Eugenio Bersellini,Q1120838,Como 1907,0
Q1407829,Eugenio Bersellini,Q6664,AC Cesena,0
Q1407829,Eugenio Bersellini,Q1457,U.C. Sampdoria,0
Q1407829,Eugenio Bersellini,Q631,Inter Milan,0
Q1407829,Eugenio Bersellini,Q2768,Torino FC,0
Q1407829,Eugenio Bersellini,Q1457,U.C. Sampdoria,0
Q1407829,Eugenio Bersellini,Q2052,ACF Fiorentina,0
Q1407829,Eugenio Bersellini,Q298217,U.S. Avellino 1912,0
Q1407829,Eugenio Bersellini,Q6630,Ascoli Calcio 1898 FC,0
Q1407829,Eugenio Bersellini,Q1120838,Como 1907,0
Q1407829,Eugenio Bersellini,Q8408,Modena F.C.,0
Q1407829,Eugenio Bersellini,Q1893,Bologna F.C. 1909,0
Q1407829,Eugenio Bersellini,Q289613,Pisa SC,0
Q1407829,Eugenio Bersellini,Q3747548,ASD FBC Saronno 1910,0
Q1407829,Eugenio Bersellini,Q276089,Libya men's national football team,0
Q1407829,Eugenio Bersellini,Q1932104,Al NSR SC,0
Q1407829,Eugenio Bersellini,Q429501,Al-ittihad,0
Q1407829,Eugenio Bersellini,Q2647257,U.S.D. Lavagnese 1919,0
Q1337031,Ilario Castagner,Q16344,A.C. Perugia Calcio,1
Q1337031,Ilario Castagner,Q2609,SS Lazio,0
Q1337031,Ilario Castagner,Q1543,AC Milan,0
Q1337031,Ilario Castagner,Q631,Inter Milan,0
Q1337031,Ilario Castagner,Q6630,Ascoli Calcio 1898 FC,0
Q1337031,Ilario Castagner,Q2710,Delfino Pescara 1936,0
Q1337031,Ilario Castagner,Q289613,Pisa SC,0
Q1337031,Ilario Castagner,Q16344,A.C. Perugia Calcio,1
Q1337031,Ilario Castagner,Q16344,A.C. Perugia Calcio,1
Q65127311,Alessio Dionisi,Q8603,US Sassuolo Calcio,0
Q65127311,Alessio Dionisi,Q3642591,Borgosesia Calcio,0
Q65127311,Alessio Dionisi,Q3149156,Imolese Calcio 1919,0
Q65127311,Alessio Dionisi,Q2674,Palermo F.C.,0
Q65127311,Alessio Dionisi,Q6703,Empoli FC,0
Q65127311,Alessio Dionisi,Q501245,Venezia F.C.,0
Q65127311,Alessio Dionisi,Q1512790,US Fiorenzuola 1922,0
Q3838152,Luca Gotti,Q2798,Udinese Calcio,0
Q113652572,Francesco Calzona,Q16344,A.C. Perugia Calcio,0
Q113652572,Francesco Calzona,Q16348,FC Alessandria,0
Q113652572,Francesco Calzona,Q1508747,Sorrento Calcio 1945,0
Q113652572,Francesco Calzona,Q6703,Empoli FC,0
Q113652572,Francesco Calzona,Q2641,SSC Napoli,0
Q113652572,Francesco Calzona,Q1900,Cagliari Calcio,0
Q113652572,Francesco Calzona,Q2641,SSC Napoli,0
Q113652572,Francesco Calzona,Q174512,Slovakia men's national football team,0
Q113652572,Francesco Calzona,Q2641,SSC Napoli,0
